#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments
79143;13:53:32;IRP_MJ_WRITE;DOWN;;dd 37 31 bf 6c 7c 6f 6f 31 ba 69 83 8c 6f 7a bf cb c1 b1 dd f9 58 ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b d7 b3 88 af e7 4d d7 b3 86 d2 e3 52 d0 b3 87 d5 ff 58 d1 ae 83 a8 81 02 ae bc bc ae 8e 6d a8 c4 a7 84 da 54 84 96 84 bc ec 58 b9 a7 8e b6 ef 5c b5 a2 8c b6 ef 5c b5 a2 8c b6 ef 5c b5 a2 8c b6 ef 5c d2 b1 b0 15 4e 1a 49 77 5e 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4a 71 5c 42 25 86 40 6f 57 40 26 84 42 69 55 43 22 87 40 68 56 59 0b f3 e0 d1 d5 d8 f4 6a ad ba a2 ac f9 71 af b4 a2 ac f9 72 af b4 a2 ac f9 72 af b4 a2 ad f9 71 ba a0 8b 86 d8 56 85 95 86 ;"Ý71¿l|oo1ºiƒŒoz¿ËÁ±ÝùX­«›®æK­«›®æK­«›®æK­«›®æK­«›®æK­«›®æK×³ˆ¯çM×³†ÒãRÐ³‡ÕÿXÑ®ƒ¨.®¼¼®Žm¨Ä§„ÚT„–„¼ìX¹§Ž¶ï\µ¢Œ¶ï\µ¢Œ¶ï\µ¢Œ¶ï\Ò±°.N.Iw^N6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘Jq\B%†@oW@&„BiUC""‡@hVY.óàÑÕØôj­º¢¬ùq¯´¢¬ùr¯´¢¬ùr¯´¢­ùqº ‹†ØV…•†";241;241;COM7;
79144;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;dd 37 31 bf 6c 7c 6f 6f 31 ba 69 83 8c 6f 7a bf cb c1 b1 dd f9 58 ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b ad ab 9b ae e6 4b d7 b3 88 af e7 4d d7 b3 86 d2 e3 52 d0 b3 87 d5 ff 58 d1 ae 83 a8 81 02 ae bc bc ae 8e 6d a8 c4 a7 84 da 54 84 96 84 bc ec 58 b9 a7 8e b6 ef 5c b5 a2 8c b6 ef 5c b5 a2 8c b6 ef 5c b5 a2 8c b6 ef 5c d2 b1 b0 15 4e 1a 49 77 5e 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4d 7b 41 4e 36 91 4a 71 5c 42 25 86 40 6f 57 40 26 84 42 69 55 43 22 87 40 68 56 59 0b f3 e0 d1 d5 d8 f4 6a ad ba a2 ac f9 71 af b4 a2 ac f9 72 af b4 a2 ac f9 72 af b4 a2 ad f9 71 ba a0 8b 86 d8 56 85 95 86 ;"Ý71¿l|oo1ºiƒŒoz¿ËÁ±ÝùX­«›®æK­«›®æK­«›®æK­«›®æK­«›®æK­«›®æK×³ˆ¯çM×³†ÒãRÐ³‡ÕÿXÑ®ƒ¨.®¼¼®Žm¨Ä§„ÚT„–„¼ìX¹§Ž¶ï\µ¢Œ¶ï\µ¢Œ¶ï\µ¢Œ¶ï\Ò±°.N.Iw^N6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘M{AN6‘Jq\B%†@oW@&„BiUC""‡@hVY.óàÑÕØôj­º¢¬ùq¯´¢¬ùr¯´¢¬ùr¯´¢­ùqº ‹†ØV…•†";241;;COM7;
79151;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a ef 00 ;UªZï.;5;5;COM7;
79152;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a ef 00 ;UªZï.;5;;COM7;
79153;13:53:32;IRP_MJ_WRITE;DOWN;;2d 35 d1 f4 97 7a d1 f1 92 85 32 f4 dc 7a 76 49 49 c8 19 13 56 ad 25 35 40 8e 10 23 63 bb 06 00 56 ad 25 35 40 8e 10 23 63 bb 06 00 56 ad 25 35 40 8e 10 23 63 bb 06 00 2c b5 36 34 41 88 6a 3b 7e c7 03 19 2b b5 39 4e 59 9d 6c 26 7b bd 61 49 55 ba 02 35 28 a8 15 4c 5f 91 3a 1f 7f 90 3a 27 4a 9d 04 2f 76 a3 0f 17 4e a4 32 2d 49 99 08 2a 74 a3 0f 17 4e a4 32 2d 49 99 6f 39 48 00 ae 51 b2 71 e0 d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b1 77 e2 d9 83 43 fd e7 af 55 c6 cf b9 6f eb d8 84 42 fd e0 ae 4c eb b8 1b d7 6b 43 52 af 10 32 5a b9 19 3a 54 b2 1c 37 5f b7 12 3c 5a b9 19 39 54 b2 1c 36 5f b4 07 28 73 93 38 1d 7e 93 38 ;"-5Ñô—zÑñ’…2ôÜzvIIÈ..V­%5@Ž.#c»..V­%5@Ž.#c»..V­%5@Ž.#c»..,µ64Aˆj;~Ç..+µ9NYl&{½aIUº.5(¨.L_‘:.:'J./v£..N¤2-I™.*t£..N¤2-I™o9H.®Q²qàÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ±wâÙƒCýç¯UÆÏ¹oëØ„Býà®Lë¸.×kCR¯.2Z¹.:T².7_·.<Z¹.9T².6_´.(s“8.~“8";239;239;COM7;
79154;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;2d 35 d1 f4 97 7a d1 f1 92 85 32 f4 dc 7a 76 49 49 c8 19 13 56 ad 25 35 40 8e 10 23 63 bb 06 00 56 ad 25 35 40 8e 10 23 63 bb 06 00 56 ad 25 35 40 8e 10 23 63 bb 06 00 2c b5 36 34 41 88 6a 3b 7e c7 03 19 2b b5 39 4e 59 9d 6c 26 7b bd 61 49 55 ba 02 35 28 a8 15 4c 5f 91 3a 1f 7f 90 3a 27 4a 9d 04 2f 76 a3 0f 17 4e a4 32 2d 49 99 08 2a 74 a3 0f 17 4e a4 32 2d 49 99 6f 39 48 00 ae 51 b2 71 e0 d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b6 7d ff d5 90 54 f0 f3 b9 5b d6 da b1 77 e2 d9 83 43 fd e7 af 55 c6 cf b9 6f eb d8 84 42 fd e0 ae 4c eb b8 1b d7 6b 43 52 af 10 32 5a b9 19 3a 54 b2 1c 37 5f b7 12 3c 5a b9 19 39 54 b2 1c 36 5f b4 07 28 73 93 38 1d 7e 93 38 ;"-5Ñô—zÑñ’…2ôÜzvIIÈ..V­%5@Ž.#c»..V­%5@Ž.#c»..V­%5@Ž.#c»..,µ64Aˆj;~Ç..+µ9NYl&{½aIUº.5(¨.L_‘:.:'J./v£..N¤2-I™.*t£..N¤2-I™o9H.®Q²qàÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ¶}ÿÕTðó¹[ÖÚ±wâÙƒCýç¯UÆÏ¹oëØ„Býà®Lë¸.×kCR¯.2Z¹.:T².7_·.<Z¹.9T².6_´.(s“8.~“8";239;;COM7;
79157;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a f4 00 ;UªZô.;5;5;COM7;
79158;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f4 00 ;UªZô.;5;;COM7;
79159;13:53:32;IRP_MJ_WRITE;DOWN;;1a 38 79 f0 a6 5a de 3e 14 66 47 79 f5 a3 a5 3d 3e 5f 66 e0 c4 2e 14 92 39 ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a 85 db 81 87 af 02 1d 95 37 83 c6 8b fb b6 18 1c 94 39 83 c6 8a 80 c9 4d 64 9a 0d ff ab b4 83 c1 38 4d b1 35 d6 fe 8d 94 a4 17 73 81 3f e7 ca 85 9e a7 13 7f 84 3d e7 ca 85 9e a7 13 7f 84 3d e7 ca 85 f9 b4 2f dc 25 7b 1b 1f 57 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 61 74 c3 8b 4e e7 12 07 5e 68 6e cb 88 4f e4 12 07 5e 6b 6d c9 90 60 92 b2 b9 dc f0 bc 25 67 9c 13 fd dc a8 84 b1 3d 65 92 13 fd dc ab 84 b1 3d 65 92 13 fc dc a8 91 a5 14 4f b3 37 d7 fd 8f ;.8yð¦ZÞ>.fGyõ£¥=>_fàÄ..’9ÿÃ’†®.g*ÿÃ’†®.g*ÿÃ’†®.g*ÿÃ’†®.g*…Û‡¯..•7ƒÆ‹û¶..”9ƒÆŠ€ÉMdš.ÿ«´ƒÁ8M±5Öþ”¤.s?çÊ…ž§.„=çÊ…ž§.„=çÊ…ù´/Ü%{..Wf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..HatÃ‹Nç..^hnËˆOä..^kmÉ`’²¹Üð¼%gœ.ýÜ¨„±=e’.ýÜ«„±=e’.üÜ¨‘¥.O³7×ý;244;244;COM7;
79160;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;1a 38 79 f0 a6 5a de 3e 14 66 47 79 f5 a3 a5 3d 3e 5f 66 e0 c4 2e 14 92 39 ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a ff c3 92 86 ae 04 67 8d 2a 85 db 81 87 af 02 1d 95 37 83 c6 8b fb b6 18 1c 94 39 83 c6 8a 80 c9 4d 64 9a 0d ff ab b4 83 c1 38 4d b1 35 d6 fe 8d 94 a4 17 73 81 3f e7 ca 85 9e a7 13 7f 84 3d e7 ca 85 9e a7 13 7f 84 3d e7 ca 85 f9 b4 2f dc 25 7b 1b 1f 57 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 66 7e de 87 5d f0 1f 13 48 61 74 c3 8b 4e e7 12 07 5e 68 6e cb 88 4f e4 12 07 5e 6b 6d c9 90 60 92 b2 b9 dc f0 bc 25 67 9c 13 fd dc a8 84 b1 3d 65 92 13 fd dc ab 84 b1 3d 65 92 13 fc dc a8 91 a5 14 4f b3 37 d7 fd 8f ;.8yð¦ZÞ>.fGyõ£¥=>_fàÄ..’9ÿÃ’†®.g*ÿÃ’†®.g*ÿÃ’†®.g*ÿÃ’†®.g*…Û‡¯..•7ƒÆ‹û¶..”9ƒÆŠ€ÉMdš.ÿ«´ƒÁ8M±5Öþ”¤.s?çÊ…ž§.„=çÊ…ž§.„=çÊ…ù´/Ü%{..Wf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..Hf~Þ‡]ð..HatÃ‹Nç..^hnËˆOä..^kmÉ`’²¹Üð¼%gœ.ýÜ¨„±=e’.ýÜ«„±=e’.üÜ¨‘¥.O³7×ý;244;;COM7;
79165;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a f1 00 ;UªZñ.;5;5;COM7;
79166;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f1 00 ;UªZñ.;5;;COM7;
79167;13:53:32;IRP_MJ_WRITE;DOWN;;53 37 ac db a5 d6 e3 6f ac de a0 29 00 6f e7 db 02 6b 3d dd 64 3c 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 1e 19 04 af 7a 29 1e 19 0a d2 7e 36 19 19 0b d5 62 3c 18 04 0f a8 1c 66 67 16 30 ae 13 09 61 6e 2b 84 47 30 4d 3c 08 bc 71 3c 70 0d 02 b6 72 38 7c 08 00 b6 72 38 7c 08 00 b6 72 38 7c 08 00 b6 72 38 1b 1b 3c 15 d3 7e 80 dd d2 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 83 db d0 42 b8 e2 89 c5 db 40 bb e0 8b c3 d9 43 bf e3 89 c2 da 59 96 97 29 7b 59 d8 69 0e 64 10 2e ac 64 15 66 1e 2e ac 64 16 66 1e 2e ac 64 16 66 1e 2e ad 64 15 73 0a 07 86 45 32 4c 3f 0a ;S7¬Û¥Öão¬Þ ).oçÛ.k=Ýd<d..®{/d..®{/d..®{/d..®{/d..®{/d..®{/...¯z)...Ò~6...Õb<...¨.fg.0®..an+„G0M<.¼q<p..¶r8|..¶r8|..¶r8|..¶r8..<.Ó~€ÝÒN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õƒÛÐB¸â‰ÅÛ@»à‹ÃÙC¿ã‰ÂÚY–—){YØi.d..¬d.f..¬d.f..¬d.f..­d.s..†E2L?.;241;241;COM7;
79168;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;53 37 ac db a5 d6 e3 6f ac de a0 29 00 6f e7 db 02 6b 3d dd 64 3c 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 64 01 17 ae 7b 2f 1e 19 04 af 7a 29 1e 19 0a d2 7e 36 19 19 0b d5 62 3c 18 04 0f a8 1c 66 67 16 30 ae 13 09 61 6e 2b 84 47 30 4d 3c 08 bc 71 3c 70 0d 02 b6 72 38 7c 08 00 b6 72 38 7c 08 00 b6 72 38 7c 08 00 b6 72 38 1b 1b 3c 15 d3 7e 80 dd d2 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 84 d1 cd 4e ab f5 83 db d0 42 b8 e2 89 c5 db 40 bb e0 8b c3 d9 43 bf e3 89 c2 da 59 96 97 29 7b 59 d8 69 0e 64 10 2e ac 64 15 66 1e 2e ac 64 16 66 1e 2e ac 64 16 66 1e 2e ad 64 15 73 0a 07 86 45 32 4c 3f 0a ;S7¬Û¥Öão¬Þ ).oçÛ.k=Ýd<d..®{/d..®{/d..®{/d..®{/d..®{/d..®{/...¯z)...Ò~6...Õb<...¨.fg.0®..an+„G0M<.¼q<p..¶r8|..¶r8|..¶r8|..¶r8..<.Ó~€ÝÒN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õ„ÑÍN«õƒÛÐB¸â‰ÅÛ@»à‹ÃÙC¿ã‰ÂÚY–—){YØi.d..¬d.f..¬d.f..¬d.f..­d.s..†E2L?.;241;;COM7;
79175;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a f3 00 ;UªZó.;5;5;COM7;
79176;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f3 00 ;UªZó.;5;;COM7;
79177;13:53:32;IRP_MJ_WRITE;DOWN;;03 39 63 f8 84 66 d0 f3 39 3f 63 fd 81 99 33 f3 72 3f d0 31 6c df 1f 1e f8 e8 97 39 53 92 11 24 cd fe b4 0c 45 b1 24 32 ee cb a2 2f 70 a7 07 07 f8 e8 97 39 53 92 11 24 cd fe b4 0c 3f a9 37 33 ef cd d8 37 6d db 02 1e 85 f0 8b 42 4a 81 6d 21 d5 f8 d3 45 46 a6 03 32 86 ed a7 40 4c 8d 3b 18 d1 d5 88 2b 59 81 05 28 d8 e6 bd 1b 5d b8 33 2a e7 dc ba 26 67 bf 0e 10 e0 e1 80 21 5a 85 6e 3e e6 45 1c 5d a1 6d e1 d2 3e 11 42 ff aa 47 d7 dd 18 38 4d d9 83 48 f1 f4 17 1e 64 d6 a5 61 fe d2 3e 11 42 ff aa 47 d7 dd 18 38 4d d9 83 48 f1 f4 17 1e 64 d6 a2 6b e3 de 2d 06 4f eb bc 49 c7 c8 17 2a 59 d4 97 5e fc e7 00 09 59 b4 08 cb 6a 44 fc ea a2 3e 49 a5 18 3d fa f7 ae 3b 4c ab 13 3b f4 fc ab 35 47 ae 1d 31 f1 f1 b5 24 60 8f 39 1a d0 d6 8a ;".9cø„fÐó9?cý™3ór?Ð1lß..øè—9S’.$Íþ´.E±$2îË¢/p§..øè—9S’.$Íþ´.?©73ïÍØ7mÛ..…ð‹BJm!ÕøÓEF¦.2†í§@L;.ÑÕˆ+Y.(Øæ½.]¸3*çÜº&g¿..àá€!Z…n>æE.]¡máÒ>.BÿªG×Ý.8MÙƒHñô..dÖ¥aþÒ>.BÿªG×Ý.8MÙƒHñô..dÖ¢kãÞ-.Oë¼IÇÈ.*YÔ—^üç..Y´.ËjDüê¢>I¥.=ú÷®;L«.;ôü«5G®.1ññµ$`9.ÐÖŠ";243;243;COM7;
79178;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;03 39 63 f8 84 66 d0 f3 39 3f 63 fd 81 99 33 f3 72 3f d0 31 6c df 1f 1e f8 e8 97 39 53 92 11 24 cd fe b4 0c 45 b1 24 32 ee cb a2 2f 70 a7 07 07 f8 e8 97 39 53 92 11 24 cd fe b4 0c 3f a9 37 33 ef cd d8 37 6d db 02 1e 85 f0 8b 42 4a 81 6d 21 d5 f8 d3 45 46 a6 03 32 86 ed a7 40 4c 8d 3b 18 d1 d5 88 2b 59 81 05 28 d8 e6 bd 1b 5d b8 33 2a e7 dc ba 26 67 bf 0e 10 e0 e1 80 21 5a 85 6e 3e e6 45 1c 5d a1 6d e1 d2 3e 11 42 ff aa 47 d7 dd 18 38 4d d9 83 48 f1 f4 17 1e 64 d6 a5 61 fe d2 3e 11 42 ff aa 47 d7 dd 18 38 4d d9 83 48 f1 f4 17 1e 64 d6 a2 6b e3 de 2d 06 4f eb bc 49 c7 c8 17 2a 59 d4 97 5e fc e7 00 09 59 b4 08 cb 6a 44 fc ea a2 3e 49 a5 18 3d fa f7 ae 3b 4c ab 13 3b f4 fc ab 35 47 ae 1d 31 f1 f1 b5 24 60 8f 39 1a d0 d6 8a ;".9cø„fÐó9?cý™3ór?Ð1lß..øè—9S’.$Íþ´.E±$2îË¢/p§..øè—9S’.$Íþ´.?©73ïÍØ7mÛ..…ð‹BJm!ÕøÓEF¦.2†í§@L;.ÑÕˆ+Y.(Øæ½.]¸3*çÜº&g¿..àá€!Z…n>æE.]¡máÒ>.BÿªG×Ý.8MÙƒHñô..dÖ¥aþÒ>.BÿªG×Ý.8MÙƒHñô..dÖ¢kãÞ-.Oë¼IÇÈ.*YÔ—^üç..Y´.ËjDüê¢>I¥.=ú÷®;L«.;ôü«5G®.1ññµ$`9.ÐÖŠ";243;;COM7;
79181;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a f1 00 ;UªZñ.;5;5;COM7;
79182;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f1 00 ;UªZñ.;5;;COM7;
79183;13:53:32;IRP_MJ_WRITE;DOWN;;d6 37 6b 2c f1 a2 33 d8 6b 29 f4 5d d0 d8 20 2c 4b 72 dd 65 b8 dd 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 4a 6d d4 18 bd de 4a 6d da 65 b9 c1 4d 6d db 62 a5 cb 4c 70 df 1f db 91 33 62 e0 19 d4 fe 35 1a fb 33 80 c7 19 48 d8 0b b6 cb 24 79 d2 01 b5 cf 28 7c d0 01 b5 cf 28 7c d0 01 b5 cf 28 7c d0 01 b5 cf 4f 6f ec a2 14 89 d4 a9 02 f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d7 af 00 f5 7f 15 dd b1 0b f7 7c 17 df b7 09 f4 78 14 dd b6 0a ee 51 60 7d 0f 89 6f ae f9 30 64 fe 1b a3 e2 32 6a fe 1b a3 e1 32 6a fe 1b a3 e1 32 6a fe 1a a3 e2 27 7e d7 31 82 c5 18 4b da ;Ö7k,ñ¢3Øk)ô]ÐØ ,KrÝe¸Ý0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼ØJmÔ.½ÞJmÚe¹ÁMmÛb¥ËLpß.Û‘3bà.Ôþ5.û3€Ç.HØ.¶Ë$yÒ.µÏ(|Ð.µÏ(|Ð.µÏ(|Ð.µÏOoì¢.‰Ô©.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.×¯.õ.Ý±.÷|.ß·.ôx.Ý¶.îQ`}.‰o®ù0dþ.£â2jþ.£á2jþ.£á2jþ.£â'~×1‚Å.KÚ;241;241;COM7;
79184;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;d6 37 6b 2c f1 a2 33 d8 6b 29 f4 5d d0 d8 20 2c 4b 72 dd 65 b8 dd 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 30 75 c7 19 bc d8 4a 6d d4 18 bd de 4a 6d da 65 b9 c1 4d 6d db 62 a5 cb 4c 70 df 1f db 91 33 62 e0 19 d4 fe 35 1a fb 33 80 c7 19 48 d8 0b b6 cb 24 79 d2 01 b5 cf 28 7c d0 01 b5 cf 28 7c d0 01 b5 cf 28 7c d0 01 b5 cf 4f 6f ec a2 14 89 d4 a9 02 f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d0 a5 1d f9 6c 02 d7 af 00 f5 7f 15 dd b1 0b f7 7c 17 df b7 09 f4 78 14 dd b6 0a ee 51 60 7d 0f 89 6f ae f9 30 64 fe 1b a3 e2 32 6a fe 1b a3 e1 32 6a fe 1b a3 e1 32 6a fe 1a a3 e2 27 7e d7 31 82 c5 18 4b da ;Ö7k,ñ¢3Øk)ô]ÐØ ,KrÝe¸Ý0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼Ø0uÇ.¼ØJmÔ.½ÞJmÚe¹ÁMmÛb¥ËLpß.Û‘3bà.Ôþ5.û3€Ç.HØ.¶Ë$yÒ.µÏ(|Ð.µÏ(|Ð.µÏ(|Ð.µÏOoì¢.‰Ô©.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.Ð¥.ùl.×¯.õ.Ý±.÷|.ß·.ôx.Ý¶.îQ`}.‰o®ù0dþ.£â2jþ.£á2jþ.£á2jþ.£â'~×1‚Å.KÚ;241;;COM7;
79189;13:53:32;IRP_MJ_WRITE;DOWN;;55 aa 5a f5 00 ;UªZõ.;5;5;COM7;
79190;13:53:32;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f5 00 ;UªZõ.;5;;COM7;
79191;13:53:32;IRP_MJ_WRITE;DOWN;;a7 3b d9 ad 8f ea a6 09 45 cc a1 48 d9 a8 8a 15 45 09 0e cc 16 85 35 12 5a 19 67 de b1 0d 76 bc 18 7a 7b 2b 71 fd 84 1b 55 89 0e 59 4e 3d 52 c8 92 38 60 9f 2d 6c 58 1e 67 de b1 0d 76 bc 62 62 68 2a 70 fb fe 03 48 f5 0b 40 33 25 4e b3 8b 2b 1c 9a 35 6a 3f 57 64 c9 96 0d 1e 9a 1d 15 47 01 4d e2 ad 26 4a 9b 04 4a 5a 31 47 d0 9b 2f 78 96 3a 74 51 09 7f d7 a6 15 7f ab 00 73 6c 33 78 ea fb 01 7e 32 a6 08 aa e1 97 28 42 e2 80 4f f7 8c 88 c4 87 0e 6b ed a6 66 f8 aa a1 cb a1 27 64 cb 8f 69 de 83 ae ed 88 28 42 e2 80 4f f7 8c 88 c4 87 0e 6b ed a6 66 ff a0 bc c7 b2 30 69 df 99 67 ce 96 a1 ff 9c 25 56 f4 8d 5c e0 9b b5 a6 2a a4 ff 7b 64 9d 18 6b 42 29 6e c7 86 04 6c 8b 11 60 4c 22 6b ca 8d 01 62 80 14 6f 47 24 70 d5 a1 25 48 a1 30 44 66 ;"§;Ù­ê¦.EÌ¡HÙ¨Š.E..Ì.…5.Z.gÞ±.v¼.z{+qý„.U‰.YN=RÈ’8`Ÿ-lX.gÞ±.v¼bbh*pûþ.Hõ.@3%N³‹+.š5j?WdÉ–..š..G.Mâ­&J›.JZ1GÐ›/x–:tQ.×¦.«.sl3xêû.~2¦.ªá—(Bâ€O÷ŒˆÄ‡.kí¦føª¡Ë¡'dËiÞƒ®íˆ(Bâ€O÷ŒˆÄ‡.kí¦fÿ ¼Ç²0iß™gÎ–¡ÿœ%Vô\à›µ¦*¤ÿ{d.kB)nÇ†.l‹.`L""kÊ.b€.oG$pÕ¡%H¡0Df";245;245;COM7;
